7.251955263075427816e+00,1.071446629970448612e+02,2.032795891918254227e+01,5.292608077198450189e+01,2.708651240050908982e+01,5.707015448595426932e+01,7.855370364621762747e+00,2.825948102931423733e+01,4.917914671882255107e+01,5.510051663525937471e+01,3.718856281736847080e+01,2.964261812849915856e+01,2.119305322815312564e+01,1.144106937538766857e+02,3.088987630282832697e+01,6.991914129495171437e+01,1.705876621977909906e+02,1.062164021982427329e+02,4.437313295344384123e+00,1.115324268350776578e+02,7.563483189853609581e-03,1.121518736688619633e+01,2.866449854651083484e+01,2.377787381276298362e+01,2.188023463201246841e+02,2.782737892326748863e+01,8.034194912969944369e+01,1.124947026658627180e+01,9.103682143609421473e+01,1.713844372391445603e+01,1.912941531078861601e+01,2.126917440005125925e+01,3.070559950434654439e+01,1.316712833534454035e+02,7.965058869666638230e+00,1.002013038669353762e+02,3.492948974987928068e+02,8.214598886483134537e-06,4.103287517456246292e+01,2.488475019726080095e+00,1.858998253428394420e+01,2.829238877439214761e+01,8.722518689615891674e+01,1.775871565853048839e+00,6.865887871182388835e+01,5.965020501188611490e+01,6.115462202875534992e+00,1.398099979612175900e+02,3.947629820863819000e-02,2.986432655490549593e+00,2.770089913414760829e+01,1.487996497828205804e+02,1.190895732093623707e+02,3.585472583976460896e+02,8.584109684394324313e-01,1.019422350827929513e+01,1.142579388008447694e+01,1.669611496164851516e+01,3.534623482456077159e+00,1.306247496161880939e+01,2.320361551404115801e+02,5.493948406280002246e+02,3.139389159772001392e-01,5.058532381027318336e-02,2.731935595742673968e+02,3.403621377373848418e+02,4.586033554973356274e+01,1.047184906350351099e+02,2.280605110942816793e+01,3.437525735498631008e+01,6.798767465140666388e+01
9.500545935931269170e+00,5.073807789441388394e+01,5.230461158544853362e+01,1.605641715809456471e+01,3.968650337884607637e+01,1.299023577676712726e+01,2.562625773668965579e+01,2.989793927243893634e+01,1.033692737516844886e+02,4.027578494623432448e+01,2.512401466501223979e+01,7.280602168480828595e+01,6.577013762473495717e+01,1.707534506960982696e+02,1.095179638344385751e+02,1.063843115189394695e+02,1.113664733653819923e+02,9.574986848213642077e+01,1.251938028982556439e+01,8.310972008950822953e+01,7.104394296938230013e+01,1.348037017908841406e+01,7.520639176105824220e+01,3.746919728360869328e+01,2.868902856923360218e+02,1.008848646893492287e+02,6.357170669710683342e+01,4.265121895443683542e+01,1.573967803940892338e+02,5.551679513329353455e+01,1.057301435714719418e+02,8.154641890536915128e+01,5.591233483200557686e+00,1.199011175939335914e+02,4.208028262164718569e+01,4.070161832108674105e+01,2.615655442657729282e+02,3.471081404096262446e+01,5.930041338709006737e+01,9.131057627755826189e+00,3.450324221237035260e+01,7.370730010153947376e+01,5.921415341277369571e+00,6.168689665437945280e+00,4.789208969665886428e+01,1.384650390242884122e+01,9.273244555981760229e+00,1.023810692427580875e+02,6.241677781833071315e+00,9.201548597488876169e+01,1.048252753389995462e+02,1.140869256402838090e+02,1.175905308101957019e+02,2.842793249924657175e+02,8.110418910477324772e+00,6.486389575778433425e+01,1.168455644843159780e+00,1.616436774316551706e+01,2.286190941209724770e+00,7.982523527494950599e+01,1.631761465883993765e+02,4.344635692131902829e+02,4.468209619451594961e+01,7.155200281547285712e+00,2.181933471116876717e+02,2.847640719869790473e+02,4.794214860102372455e+01,9.645792111631874377e+01,1.361746407382544177e+01,1.045460820361003442e+02,6.854978827101217576e+01
3.079670138506799049e+01,5.722169597510316841e+00,8.273908755766854028e+00,1.271069520400424935e+01,6.155943294422175249e+00,4.405522088282164184e+00,5.576083406074413773e+00,1.950220010510518076e+00,3.453262419082589929e+01,1.473594776443217924e+01,1.155726190713400570e+01,1.788811158471072815e+01,4.803264250455977447e+01,4.668626589291745432e+01,3.982907729787020656e+01,1.437535462717378287e+01,1.667123959417746804e+01,1.041623374670470170e+00,4.795785487286407189e+00,6.383930400806126393e+00,3.990999956394148285e+01,2.156599284661511007e+01,1.394750031612915642e+01,1.039409557182496258e+01,5.825434186794783642e+01,3.218206171997894671e+01,1.942051206413770048e+00,1.818142211004918352e+01,6.364449516207200475e+01,4.325030775092612600e+01,1.292886580620382020e+01,5.058013308526270890e+01,5.252031598670470203e+00,1.138194439170132277e+01,7.505048930961196518e+00,5.167542758987773155e+00,9.153439107569333544e+00,1.846868319477410481e+01,1.887239935323794526e+01,1.501930994128875207e+00,1.259433672332164633e+01,3.608694716676365211e+00,5.569011340518998310e+01,9.855420842467356835e+00,1.226842429146469371e+01,6.434491411464074773e+00,7.724830333683566863e+00,1.024534683516256983e+01,2.883382478285095729e+01,4.274957231020338355e+01,4.295717227128083948e+01,2.310503120989592762e+00,2.688735954135086814e+00,3.165465022325532018e+01,2.390849041222869431e+01,2.475779163975327535e+01,1.018399388168383446e+01,1.803771771290959691e+01,7.624766633732664722e+00,1.932207855094736004e+01,1.606333080340517228e+01,2.843431932701449938e+01,1.121085586946362156e+01,9.207868183034474185e+00,1.051557986725191540e+01,3.249566919043806479e+01,1.807697866526813968e+01,6.871812827988141414e+00,2.196339300459100308e+00,2.853638969124781255e+01,1.719863964237258358e+01
2.953957484634948116e+00,1.732705837565002405e+00,2.048809174411939382e-01,2.395135888863892060e+00,8.924989312785844842e-01,7.062315064555950705e+00,1.051898820345407604e+00,1.899815229591695598e+01,3.406732649431895688e+00,1.350510087689201333e+00,5.160759152153858054e+00,1.568156929420501999e+00,3.425658874582812263e+00,7.089773323509720448e+00,8.955729315269804758e+00,5.611751631163369725e-01,9.616983613674882914e-02,7.662435927802624391e+00,2.585910303083174711e+00,2.873333192501258626e+00,1.389752134453928534e+01,8.687299300326680296e+00,2.609508297604477445e+00,3.314381783660682146e+00,3.704147740637537822e+00,1.353536958755961361e+00,4.272710792359780463e+00,6.214080229829049173e+00,1.245139209758908017e+01,1.681517627796537440e+01,1.655317800760273528e+01,3.660308223909871206e+00,5.726106665920522865e-01,4.657443850491734594e+00,1.133265221901660347e+00,2.978408314733912654e+00,2.248391156041280325e+01,1.769910510543444504e+00,1.339010035589286218e+00,3.046953441542135099e+00,5.569794956125411645e+00,4.776428766276553439e+00,1.104935302029133659e+01,4.559317176496670676e+00,9.678720681211299137e+00,1.074285402517930255e+00,7.461706544498302840e+00,2.949521664703315671e-01,1.066630541281340072e+01,2.664608015107174932e+00,6.067540051022814879e-02,4.238391578830129625e+00,6.779562916962496466e+00,1.526509470406743674e+01,4.593148269400868067e+00,1.170363071246461040e+01,1.235963786315348534e+00,3.261772427078485914e-01,8.590010043834100273e+00,9.060593721852827631e-01,3.513962116103305444e+00,1.404324040252001282e+01,2.295929603402334429e+00,2.330177531092567200e+00,4.355933010619416734e+00,4.173876685943642251e+00,1.071849634503289295e+01,1.821713862361350422e+01,1.752743609847011164e-01,7.074861474790093752e+00,3.265250617106217135e+01
7.922405978537762294e+00,3.070080834394897096e+00,5.561873262518878924e+00,6.339217398813588034e+00,4.710557595163635369e+00,2.774894025156795863e+01,1.902492303252245165e+01,1.277463622432189005e+01,5.400240796312644420e+00,5.570212978311571028e+00,2.872748018347283328e+00,1.654474245400507026e+00,6.090167933967373770e+00,5.209523787965130381e+00,6.272821446516240407e+00,2.551495069476835020e+00,8.183750205629635177e-01,6.366363673876635154e+00,1.964097293748825468e+00,2.852906705084498284e+00,3.269006378859126372e+00,2.412218694143576148e+00,2.133952620958374791e+00,5.021658395655875795e-01,2.994860842688090941e+00,7.464775942707774448e+00,6.828649413006761648e+00,2.642623121414237275e+00,2.530434765293582799e+00,3.909115237291927447e-01,2.839802176514608334e+01,1.163653761797461827e+00,5.203189114182381836e+00,2.550704755037103588e+00,5.331275968012254118e+00,1.335053671229789174e+01,3.027050197604510373e+01,8.338619154327561844e+00,8.467330949195883250e+00,1.619423056916197368e+01,2.379694997708149984e+01,1.482519234364360194e+01,1.533670730812137561e+00,6.983635774168021726e+00,9.060327659354397767e+00,6.658917414401217094e+00,2.797485128753713912e+00,8.005866359840532187e-01,5.277157738804716836e+00,4.684798433516725424e+00,9.411843139182360929e+00,4.585749943219032332e+01,9.828781599104489786e+00,2.891408743243810875e+01,1.069566817633932665e+01,1.863930542959502645e+01,4.725075720980190574e+00,6.004625510605688277e+00,2.268669398401148385e+01,6.577739199350871147e+00,1.038493319563903050e+01,5.886965057369205390e+00,3.502811465745455433e+00,6.331278154734280683e+00,1.143735190848818206e+01,4.217773172106170421e+00,2.428942711984590730e+01,2.169615977544757968e+01,6.513280902612945233e+00,1.672421694777523271e+01,1.306006904386869927e+01
1.612748570592025699e+00,2.837690264976809248e-02,4.471606015943890178e+00,5.429178589914871900e+00,8.038936365729778544e+00,2.244382838720771645e+01,1.775101637537524368e+01,1.385566876058712094e+00,6.450206181798135319e+00,8.933351319910242339e+00,5.226398187730358913e+00,6.135993954618910173e+00,4.087226379773215790e+00,8.620327462056311951e-01,2.237322495557539259e+00,1.122860688957456610e+01,9.449993766611410884e-01,7.129256216421427261e+00,1.804480399593781481e+00,3.331159252924499325e-01,3.448155536034597901e+00,3.115790102202665945e+00,2.729760985790478767e+00,3.400058894935842346e+00,1.929768763238966400e+00,1.158023845238260208e+01,2.948454323886985140e+00,1.227695924352657997e+01,4.374355749329626342e+00,1.256728130817099043e+01,6.170750456510871729e+00,4.418120262938445009e-02,2.300425814336248376e+00,1.816044795350696628e+00,9.577187335824285941e-02,2.142215164251642534e+01,2.783784892544887768e+01,3.381153840388752663e+00,1.898783797820962516e+00,1.223863964144377370e+01,1.862022926911659582e+01,4.335436530133043753e+00,1.342501301593852725e+00,6.800386924414407730e+00,1.577199896977482929e+01,2.632378041407331537e+01,1.176053294612521150e+01,1.648807924334509289e+00,3.802452800177560821e+00,6.371583668144454649e+00,5.269882456927458492e+00,1.487466280479825009e+01,4.399389935721141676e+00,6.148813800414582253e+00,1.272231920843073461e+00,3.814317792535259155e+00,7.593907168971333332e-01,9.266774446690637657e-01,1.527517484646450718e+01,1.908504293819581088e+00,5.942336331689039852e-01,1.614509343696188592e+00,3.117338318633012584e+00,1.340909144759511840e+00,2.033536376826313052e+00,8.336305239616370599e+00,6.391569137362795416e+00,7.339568096936617270e-01,1.339746235530713481e+00,1.124579874786753031e+00,9.103731146814901365e+00
2.687793959284372924e+00,1.162604397198370609e+00,1.078815310827885980e+02,8.809661533502010400e+01,6.015187107327783878e+01,6.453366574082188833e+00,4.886481949638966427e+00,1.802888783446700671e+00,1.879706275502244672e+00,4.036183952161239041e+00,1.155675683633210866e+02,2.386773142485283756e+02,4.691616148137285336e+02,4.527926494487145419e+02,3.273584571669950378e+02,1.178567331878664959e+02,2.075608247725766731e+01,6.984556811480205907e-01,1.268810216904075361e+00,5.912580828178960468e-01,4.847894906762424228e+01,1.239690659532460302e+02,1.552551107482407531e+02,2.846576081106348397e+02,2.645569939518490514e+02,2.885463282853576175e+02,2.236183596103484490e+02,3.027448290550175329e+02,3.267770707291054322e+01,2.614958470705163407e+01,9.429110925072866678e+01,6.722713548111492798e+01,6.162256559564401215e+01,3.248018630727645473e+01,3.216124770215485995e+01,2.567487374220571610e+02,1.498483781039013030e+00,1.850919904547477124e+00,1.845997799551536422e+00,9.671196310209120739e+00,1.188957649323154300e+02,1.120381303096283574e+02,1.209454186752244453e+02,1.109885797136365397e+02,8.680764846288564485e+00,1.457575862689936308e+01,6.313489860790692632e+01,1.350505735134125018e+02,4.008252526930201043e+01,1.144890946238099438e+01,3.884599127192792878e+01,4.833331951391266479e+00,1.113158694943689353e+00,4.753662671393423800e-01,2.125155751497751044e+00,2.231905216828001137e+00,7.979474684457200651e-01,4.955129060234683691e-01,1.918594903125472584e+01,5.581749360796926851e+00,7.111155151010907227e-01,2.562359162962970061e+00,1.720031561923573449e+01,9.397786452188808815e-01,1.844962349918246813e+00,3.439276433782990239e+01,2.744389325216579856e+00,9.638604924634838200e-01,9.389074251122654369e-01,8.027870197753822268e+00,3.609472912291844438e+01
1.935363702652165045e+02,4.720758880657872396e+02,1.470470995697421813e+03,2.021490704703133190e+02,6.261950655572245523e+02,5.528713329532736225e+02,8.088441328949580011e+00,6.144737918690118761e+01,2.990837620584828471e+01,4.426876457794926978e+02,1.572898705724761840e+03,1.064296333190457062e+03,2.183015515351260092e+03,1.221450201978122095e+03,1.458831298314781179e+03,1.268378487454258675e+03,6.269922868163129124e+02,2.794539106768967329e+01,1.540719261825103956e+02,2.655931704638676365e+02,8.249924216236307757e+02,1.303769578668830945e+03,1.221408827720869567e+03,1.797200057489846358e+03,7.858371087836821971e+02,1.034396481838210093e+03,1.227763710982808789e+03,9.068343592892526885e+02,2.152977410598255403e+02,1.359302108219858667e+02,6.171677140745152883e+02,8.652540327506561653e+02,7.664508384662786966e+02,5.760392696710180189e+02,5.473907863602529460e+02,9.721351332491873336e+02,2.695060672203958418e+01,6.057208684130771736e+00,2.277548762206751842e+00,3.579890695404455414e+02,1.009194691228226134e+03,8.196753522596214907e+02,1.007407932780841861e+03,3.602566360424972345e+02,6.124495165638813354e+00,9.601838262644722732e+00,4.135349514755570794e+02,8.396881840460528110e+02,8.849019418374333554e+02,6.469087973600759369e+02,7.811098761274882918e+02,2.834503010198594666e+02,5.954306341728960561e+00,1.250180520904167203e+01,2.560030006000312142e+01,3.370126111063094232e+00,5.178290315256666609e+00,4.920378326879097486e+00,1.124761027393737720e+02,3.148151946486171582e+00,3.399421520199703650e+01,1.031503408676453688e+02,1.162945383498428100e+02,2.067445720891101502e+01,1.669795868691612739e+01,1.384251260202231890e+02,1.676913477010674924e+01,2.913116531110598206e+00,1.531231879960871645e+01,2.925967681914132612e+01,2.357044226767056117e+01
1.110541555785338460e+03,1.136318705474260696e+03,1.031006126490424549e+03,5.598193463614332899e+01,9.869619356756367097e+02,1.829618458052870665e+03,4.436426317512804758e+02,1.171613128478586816e+02,1.347151912931312268e+02,1.766045545801869366e+03,1.070530803859725438e+03,2.172485681651614868e+02,8.299242090783648109e+02,2.029080872241569580e+02,4.522281523356830917e+02,7.556717404874013937e+02,1.104939392238344681e+03,3.258800936630194087e+02,9.331712913165350756e+02,5.873949582275350849e+02,6.531875811415296766e+02,7.001491519168698687e+02,5.207084105821675166e+02,6.823039617234126126e+02,9.560148170407784107e+01,3.094103929346557038e+02,4.842143443137400141e+02,2.268827973237355877e+02,1.441471858052129278e+02,1.777393683659420844e+02,2.599684389461917817e+02,6.430953589868906874e+02,6.709890584642590738e+02,7.315010661723739531e+02,4.847796716352141289e+02,4.930522854452915453e+02,1.805370193100134912e+01,8.918028482648340471e+00,1.874184124814455288e+00,3.832886571564951055e+02,7.075356066787613827e+02,3.505767594243486656e+02,5.074520676018075847e+02,1.519348391152754516e+02,9.750182502062445522e-01,2.213816864276090968e+01,4.209271108858085881e+02,3.183360019051280574e+02,1.068065644290295950e+03,1.125325177365445825e+03,9.239307350595734079e+02,9.236386043901752601e+02,1.307673263759425808e+01,1.889475055576777720e+02,8.521122340880915544e+02,3.699368204567571752e+02,4.199497213079257563e+02,2.444503828630004421e+02,8.978792665901777355e+02,7.029976139624707230e+02,6.750270530371977884e+02,1.439679358980498591e+03,4.831554563975367387e+02,2.188297803958107224e+01,2.340443425558861534e+01,9.423437581452470795e+02,2.639317460043629993e+01,8.737267476123752985e+00,1.913786409591672921e+01,9.273238852397895471e+02,6.006969850021615542e+01
4.559125378112047997e+02,1.825876328766360643e+02,2.722312533332669204e+01,7.997935869058113489e+00,1.863837654280322056e+02,4.579453319164871345e+02,2.578028853780000645e+03,4.007290419143122335e+02,1.687276659741317644e+03,3.768465363528388821e+02,2.287202539668168555e+01,1.256036548425980337e+00,1.073625875653909212e+01,6.427350956321293829e+00,5.034710620850681551e+00,2.212596231728927521e+01,1.303780267376866391e+02,2.559226539086270691e+02,3.908125613834253613e+02,7.374047743222079987e+01,1.843463286978866122e+01,9.244142698394167468e+00,2.936511693188686323e+00,2.318906852446020128e+00,2.733245386094277141e+00,2.424198489209758112e+00,4.328301658019735321e+00,8.971688958336487829e+00,3.287496816850577819e+00,3.033794282198364556e+01,6.587017810042679500e+00,2.568033209800424643e+01,2.295405897270210005e+01,4.246631952097944662e+01,1.671602399704124764e+01,3.575123693610860443e+01,7.965764927969490872e-01,3.177302755805155421e+00,2.827515399237944038e+00,1.192915204028038190e+01,1.860903253685217962e+01,6.904050405140578217e-01,8.355218716262841738e+00,3.714253696704073349e+01,2.151125567522214066e+00,8.689250404734002231e+00,6.331294972890919581e+01,1.080056558407331169e+00,6.707092804878266179e+01,1.118668024131618068e+02,6.902029424679599856e+01,3.415761548935645351e+02,3.892989099402441422e+00,2.148091209998366594e+03,1.177906957201346358e+03,2.839957602358959321e+03,1.679720189653968191e+03,1.383140003827571945e+03,1.312933120779176079e+03,1.047028741820591222e+03,8.699938256231403102e+02,1.208363030830736534e+03,5.593898651026462403e+02,9.989943368469051954e-01,2.081081229205363758e+00,1.177958195572121667e+03,6.574652947283813553e+00,4.961791161323088062e+00,2.132589679683939199e+00,1.248122857305715797e+03,7.071763523338796631e+01
